source,target,weight
51 W,150 W,1
51 W,54 W,1
51 W,47 W,1
51 W,20 W,1
51 W,72 W,1
51 W,91 W,1
51 W,125 W,1
51 W,120 W,1
51 W,173 W,1
51 W,260 W,1
51 W,245 W,1
51 W,19 W,1
51 W,160 W,1
51 W,75 W,1
51 W,85 W,1
51 W,4 W,1
51 W,112 W,1
51 W,45 W,1
51 W,90 W,1
51 W,145 W,1
51 W,16 W,1
51 W,9 W,1
51 W,24 W,1
51 W,140 W,1
51 W,165 W,1
51 W,230 W,1
51 W,205 W,1
51 W,80 W,1
51 W,105 W,1
51 W,215 W,1
51 W,9.5 W,1
51 W,60 W,1
51 W,79 W,1
51 W,25 W,1
51 W,200 W,1
51 W,50 W,1
25 W,270 W,1
25 W,150 W,4
25 W,3.5 W,1
25 W,47 W,2
25 W,3.3 W,1
25 W,20 W,4
25 W,8.5 W,2
25 W,1.4 W,1
25 W,72 W,1
25 W,91 W,1
25 W,125 W,1
25 W,0.65 W,1
25 W,173 W,1
25 W,260 W,1
25 W,245 W,2
25 W,19 W,1
25 W,75 W,2
25 W,85 W,3
25 W,4 W,2
25 W,112 W,1
25 W,90 W,3
25 W,6.1 W,1
25 W,13.1 W,1
25 W,2.5 W,1
25 W,3.6 W,1
25 W,11.7 W,1
25 W,24 W,1
25 W,140 W,2
25 W,205 W,1
25 W,14.1 W,1
25 W,80 W,4
25 W,105 W,4
25 W,1.3 W,1
25 W,60 W,4
25 W,300 W,1
25 W,79 W,1
25 W,200 W,1
25 W,52 W,1
25 W,50 W,4
25 W,135 W,3
25 W,54 W,2
25 W,2.4 W,1
25 W,170 W,1
25 W,43 W,1
25 W,2.2 W,2
25 W,155 W,1
25 W,8 W,2
25 W,120 W,3
25 W,77 W,1
25 W,57 W,1
25 W,160 W,2
25 W,48 W,1
25 W,45 W,4
25 W,145 W,2
25 W,225 W,1
25 W,16 W,1
25 W,13 W,2
25 W,9 W,2
25 W,8.1 W,1
25 W,87 W,2
25 W,165 W,2
25 W,3 W,2
25 W,230 W,1
25 W,215 W,1
25 W,44 W,1
25 W,2 W,1
25 W,9.5 W,2
25 W,136 W,1
4 W,150 W,2
4 W,47 W,1
4 W,3.3 W,1
4 W,20 W,2
4 W,8.5 W,1
4 W,1.4 W,1
4 W,72 W,1
4 W,91 W,1
4 W,125 W,1
4 W,0.65 W,1
4 W,173 W,1
4 W,260 W,1
4 W,245 W,1
4 W,19 W,1
4 W,75 W,1
4 W,85 W,2
4 W,112 W,1
4 W,90 W,2
4 W,2.5 W,1
4 W,3.6 W,1
4 W,24 W,1
4 W,140 W,1
4 W,205 W,1
4 W,80 W,2
4 W,105 W,2
4 W,1.3 W,1
4 W,60 W,2
4 W,79 W,1
4 W,200 W,1
4 W,50 W,2
4 W,135 W,1
4 W,54 W,1
4 W,2.4 W,1
4 W,2.2 W,1
4 W,8 W,1
4 W,120 W,2
4 W,160 W,1
4 W,48 W,1
4 W,45 W,2
4 W,145 W,1
4 W,16 W,1
4 W,13 W,1
4 W,9 W,1
4 W,165 W,1
4 W,3 W,1
4 W,230 W,1
4 W,215 W,1
4 W,44 W,1
4 W,2 W,1
4 W,9.5 W,1
4 W,136 W,1
45 W,270 W,1
45 W,150 W,4
45 W,3.5 W,1
45 W,47 W,2
45 W,3.3 W,1
45 W,20 W,4
45 W,8.5 W,2
45 W,1.4 W,1
45 W,72 W,1
45 W,91 W,1
45 W,125 W,1
45 W,0.65 W,1
45 W,173 W,1
45 W,260 W,1
45 W,245 W,2
45 W,19 W,1
45 W,75 W,2
45 W,85 W,3
45 W,112 W,1
45 W,90 W,3
45 W,6.1 W,1
45 W,13.1 W,1
45 W,2.5 W,1
45 W,3.6 W,1
45 W,11.7 W,1
45 W,24 W,1
45 W,140 W,2
45 W,205 W,1
45 W,14.1 W,1
45 W,80 W,4
45 W,105 W,4
45 W,1.3 W,1
45 W,60 W,4
45 W,300 W,1
45 W,79 W,1
45 W,200 W,1
45 W,52 W,1
45 W,50 W,4
45 W,135 W,3
45 W,54 W,2
45 W,2.4 W,1
45 W,170 W,1
45 W,43 W,1
45 W,2.2 W,2
45 W,155 W,1
45 W,8 W,2
45 W,120 W,3
45 W,77 W,1
45 W,57 W,1
45 W,160 W,2
45 W,48 W,1
45 W,145 W,2
45 W,225 W,1
45 W,16 W,1
45 W,13 W,2
45 W,9 W,2
45 W,8.1 W,1
45 W,87 W,2
45 W,165 W,2
45 W,3 W,2
45 W,230 W,1
45 W,215 W,1
45 W,44 W,1
45 W,2 W,1
45 W,9.5 W,2
45 W,136 W,1
91 W,150 W,1
91 W,125 W,1
91 W,33.4 W,1
91 W,260 W,1
91 W,19 W,2
91 W,90 W,2
91 W,97 W,1
91 W,80 W,2
91 W,105 W,1
91 W,122 W,1
91 W,60 W,2
91 W,200 W,1
91 W,135 W,1
91 W,54 W,1
91 W,120 W,1
91 W,28.9 W,1
91 W,77 W,1
91 W,55.5 W,1
91 W,57 W,1
91 W,160 W,1
91 W,66.8 W,1
91 W,145 W,1
91 W,100 W,1
91 W,9 W,1
91 W,34.8 W,1
91 W,32.1 W,1
91 W,66 W,1
91 W,87 W,1
91 W,165 W,1
91 W,24.4 W,1
91 W,215 W,1
91 W,9.5 W,1
91 W,8.3 W,1
91 W,47 W,1
91 W,20 W,1
91 W,72 W,2
91 W,173 W,1
91 W,245 W,1
91 W,75 W,1
91 W,85 W,2
91 W,74 W,1
91 W,112 W,1
91 W,24 W,1
91 W,52.8 W,1
91 W,140 W,1
91 W,205 W,1
91 W,23.8 W,1
91 W,79 W,1
91 W,92 W,1
91 W,50 W,1
91 W,63.5 W,1
91 W,48 W,1
91 W,16 W,1
91 W,27.8 W,1
91 W,230 W,1
91 W,107 W,1
91 W,58.3 W,1
150 W,270 W,1
150 W,3.5 W,1
150 W,47 W,2
150 W,3.3 W,1
150 W,20 W,4
150 W,8.5 W,2
150 W,1.4 W,1
150 W,72 W,1
150 W,125 W,1
150 W,0.65 W,1
150 W,173 W,1
150 W,260 W,1
150 W,245 W,2
150 W,185 W,1
150 W,19 W,2
150 W,75 W,3
150 W,85 W,3
150 W,112 W,1
150 W,90 W,3
150 W,6.1 W,1
150 W,13.1 W,1
150 W,2.5 W,1
150 W,3.6 W,1
150 W,11.7 W,1
150 W,24 W,1
150 W,140 W,2
150 W,205 W,1
150 W,14.1 W,1
150 W,80 W,5
150 W,105 W,5
150 W,1.3 W,1
150 W,60 W,4
150 W,300 W,1
150 W,79 W,1
150 W,200 W,1
150 W,52 W,1
150 W,50 W,5
150 W,135 W,3
150 W,54 W,2
150 W,2.4 W,1
150 W,170 W,1
150 W,43 W,1
150 W,2.2 W,2
150 W,155 W,2
150 W,8 W,2
150 W,120 W,4
150 W,77 W,1
150 W,57 W,1
150 W,160 W,2
150 W,48 W,1
150 W,145 W,2
150 W,225 W,1
150 W,16 W,1
150 W,13 W,2
150 W,9 W,3
150 W,8.1 W,1
150 W,87 W,2
150 W,165 W,2
150 W,3 W,2
150 W,230 W,1
150 W,215 W,1
150 W,44 W,2
150 W,2 W,1
150 W,9.5 W,2
150 W,136 W,1
57 W,270 W,1
57 W,33.4 W,1
57 W,19 W,1
57 W,90 W,2
57 W,97 W,1
57 W,80 W,2
57 W,105 W,1
57 W,122 W,1
57 W,60 W,2
57 W,300 W,1
57 W,135 W,1
57 W,54 W,1
57 W,43 W,1
57 W,155 W,1
57 W,120 W,1
57 W,28.9 W,1
57 W,77 W,2
57 W,55.5 W,1
57 W,160 W,1
57 W,66.8 W,1
57 W,145 W,1
57 W,100 W,1
57 W,9 W,1
57 W,34.8 W,1
57 W,32.1 W,1
57 W,66 W,1
57 W,87 W,2
57 W,165 W,1
57 W,24.4 W,1
57 W,3 W,1
57 W,9.5 W,1
57 W,8.3 W,1
57 W,47 W,1
57 W,20 W,1
57 W,72 W,1
57 W,245 W,1
57 W,75 W,1
57 W,85 W,2
57 W,74 W,1
57 W,52.8 W,1
57 W,140 W,1
57 W,23.8 W,1
57 W,92 W,1
57 W,52 W,1
57 W,50 W,1
57 W,63.5 W,1
57 W,8 W,1
57 W,48 W,1
57 W,225 W,1
57 W,13 W,1
57 W,27.8 W,1
57 W,107 W,1
57 W,58.3 W,1
140 W,270 W,1
140 W,47 W,2
140 W,20 W,2
140 W,72 W,1
140 W,125 W,1
140 W,173 W,1
140 W,260 W,1
140 W,245 W,2
140 W,19 W,1
140 W,75 W,2
140 W,85 W,2
140 W,112 W,1
140 W,90 W,2
140 W,24 W,1
140 W,205 W,1
140 W,80 W,2
140 W,105 W,2
140 W,60 W,2
140 W,300 W,1
140 W,79 W,1
140 W,200 W,1
140 W,52 W,1
140 W,50 W,2
140 W,135 W,2
140 W,54 W,2
140 W,43 W,1
140 W,155 W,1
140 W,8 W,1
140 W,120 W,2
140 W,77 W,1
140 W,160 W,2
140 W,145 W,2
140 W,225 W,1
140 W,16 W,1
140 W,13 W,1
140 W,9 W,2
140 W,87 W,1
140 W,165 W,2
140 W,3 W,1
140 W,230 W,1
140 W,215 W,1
140 W,9.5 W,2
112 W,135 W,1
112 W,54 W,1
112 W,47 W,1
112 W,20 W,1
112 W,72 W,1
112 W,125 W,1
112 W,120 W,1
112 W,173 W,1
112 W,260 W,1
112 W,245 W,1
112 W,19 W,1
112 W,160 W,1
112 W,75 W,1
112 W,85 W,1
112 W,90 W,1
112 W,145 W,1
112 W,16 W,1
112 W,9 W,1
112 W,24 W,1
112 W,165 W,1
112 W,230 W,1
112 W,205 W,1
112 W,80 W,1
112 W,105 W,1
112 W,215 W,1
112 W,9.5 W,1
112 W,60 W,1
112 W,79 W,1
112 W,200 W,1
112 W,50 W,1
2.2 W,135 W,1
2.2 W,3.5 W,1
2.2 W,2.4 W,1
2.2 W,170 W,1
2.2 W,3.3 W,1
2.2 W,20 W,2
2.2 W,8.5 W,2
2.2 W,1.4 W,1
2.2 W,8 W,1
2.2 W,0.65 W,1
2.2 W,120 W,1
2.2 W,85 W,1
2.2 W,48 W,1
2.2 W,6.1 W,1
2.2 W,90 W,1
2.2 W,13.1 W,1
2.2 W,13 W,1
2.2 W,2.5 W,1
2.2 W,8.1 W,1
2.2 W,11.7 W,1
2.2 W,3.6 W,1
2.2 W,87 W,1
2.2 W,3 W,1
2.2 W,14.1 W,1
2.2 W,80 W,2
2.2 W,105 W,2
2.2 W,1.3 W,1
2.2 W,44 W,1
2.2 W,2 W,1
2.2 W,60 W,2
2.2 W,136 W,1
2.2 W,50 W,2
3.3 W,2.4 W,1
3.3 W,20 W,1
3.3 W,8.5 W,1
3.3 W,1.4 W,1
3.3 W,8 W,1
3.3 W,0.65 W,1
3.3 W,120 W,1
3.3 W,85 W,1
3.3 W,48 W,1
3.3 W,90 W,1
3.3 W,13 W,1
3.3 W,2.5 W,1
3.3 W,3.6 W,1
3.3 W,3 W,1
3.3 W,80 W,1
3.3 W,105 W,1
3.3 W,1.3 W,1
3.3 W,44 W,1
3.3 W,2 W,1
3.3 W,60 W,1
3.3 W,136 W,1
3.3 W,50 W,1
3.5 W,135 W,1
3.5 W,170 W,1
3.5 W,20 W,1
3.5 W,8.5 W,1
3.5 W,6.1 W,1
3.5 W,13.1 W,1
3.5 W,8.1 W,1
3.5 W,11.7 W,1
3.5 W,87 W,1
3.5 W,14.1 W,1
3.5 W,80 W,1
3.5 W,105 W,1
3.5 W,60 W,1
3.5 W,50 W,1
3 W,270 W,1
3 W,47 W,1
3 W,20 W,2
3 W,8.5 W,1
3 W,1.4 W,1
3 W,0.65 W,1
3 W,245 W,1
3 W,75 W,1
3 W,85 W,2
3 W,90 W,2
3 W,2.5 W,1
3 W,3.6 W,1
3 W,80 W,2
3 W,105 W,2
3 W,1.3 W,1
3 W,60 W,2
3 W,300 W,1
3 W,52 W,1
3 W,50 W,2
3 W,135 W,1
3 W,54 W,1
3 W,2.4 W,1
3 W,43 W,1
3 W,155 W,1
3 W,8 W,2
3 W,120 W,2
3 W,77 W,1
3 W,160 W,1
3 W,48 W,1
3 W,145 W,1
3 W,225 W,1
3 W,13 W,2
3 W,9 W,1
3 W,87 W,1
3 W,165 W,1
3 W,44 W,1
3 W,2 W,1
3 W,9.5 W,1
3 W,136 W,1
122 W,72 W,1
122 W,33.4 W,1
122 W,19 W,1
122 W,85 W,1
122 W,74 W,1
122 W,90 W,1
122 W,97 W,1
122 W,52.8 W,1
122 W,80 W,1
122 W,60 W,1
122 W,23.8 W,1
122 W,92 W,1
122 W,63.5 W,1
122 W,28.9 W,1
122 W,77 W,1
122 W,55.5 W,1
122 W,66.8 W,1
122 W,48 W,1
122 W,100 W,1
122 W,32.1 W,1
122 W,34.8 W,1
122 W,66 W,1
122 W,87 W,1
122 W,27.8 W,1
122 W,24.4 W,1
122 W,107 W,1
122 W,58.3 W,1
122 W,8.3 W,1
90 W,270 W,1
90 W,8.5 W,1
90 W,1.4 W,1
90 W,125 W,1
90 W,0.65 W,1
90 W,33.4 W,1
90 W,260 W,1
90 W,19 W,2
90 W,97 W,1
90 W,80 W,4
90 W,105 W,3
90 W,60 W,4
90 W,300 W,1
90 W,200 W,1
90 W,135 W,2
90 W,54 W,2
90 W,43 W,1
90 W,155 W,1
90 W,120 W,3
90 W,28.9 W,1
90 W,77 W,2
90 W,55.5 W,1
90 W,160 W,2
90 W,66.8 W,1
90 W,145 W,2
90 W,100 W,1
90 W,9 W,2
90 W,34.8 W,1
90 W,32.1 W,1
90 W,66 W,1
90 W,87 W,2
90 W,165 W,2
90 W,24.4 W,1
90 W,215 W,1
90 W,9.5 W,2
90 W,136 W,1
90 W,8.3 W,1
90 W,47 W,2
90 W,20 W,3
90 W,72 W,2
90 W,173 W,1
90 W,245 W,2
90 W,75 W,2
90 W,85 W,4
90 W,74 W,1
90 W,2.5 W,1
90 W,3.6 W,1
90 W,24 W,1
90 W,52.8 W,1
90 W,205 W,1
90 W,1.3 W,1
90 W,23.8 W,1
90 W,79 W,1
90 W,92 W,1
90 W,52 W,1
90 W,50 W,3
90 W,63.5 W,1
90 W,2.4 W,1
90 W,8 W,2
90 W,48 W,2
90 W,225 W,1
90 W,16 W,1
90 W,13 W,2
90 W,27.8 W,1
90 W,230 W,1
90 W,107 W,1
90 W,44 W,1
90 W,2 W,1
90 W,58.3 W,1
104 W,135 W,1
104 W,129 W,1
104 W,110 W,1
104 W,165 W,1
104 W,75 W,1
75 W,270 W,1
75 W,47 W,2
75 W,20 W,2
75 W,72 W,1
75 W,125 W,1
75 W,173 W,1
75 W,260 W,1
75 W,245 W,2
75 W,185 W,1
75 W,19 W,2
75 W,85 W,2
75 W,24 W,1
75 W,205 W,1
75 W,80 W,3
75 W,105 W,3
75 W,60 W,2
75 W,300 W,1
75 W,79 W,1
75 W,200 W,1
75 W,52 W,1
75 W,50 W,3
75 W,135 W,3
75 W,54 W,2
75 W,110 W,1
75 W,43 W,1
75 W,155 W,2
75 W,8 W,1
75 W,120 W,3
75 W,77 W,1
75 W,160 W,2
75 W,145 W,2
75 W,225 W,1
75 W,16 W,1
75 W,129 W,1
75 W,13 W,1
75 W,9 W,3
75 W,87 W,1
75 W,165 W,3
75 W,230 W,1
75 W,215 W,1
75 W,44 W,1
75 W,9.5 W,2
155 W,270 W,1
155 W,47 W,1
155 W,20 W,1
155 W,245 W,1
155 W,185 W,1
155 W,19 W,1
155 W,85 W,1
155 W,80 W,2
155 W,105 W,2
155 W,60 W,1
155 W,300 W,1
155 W,52 W,1
155 W,50 W,2
155 W,135 W,1
155 W,54 W,1
155 W,43 W,1
155 W,8 W,1
155 W,120 W,2
155 W,77 W,1
155 W,160 W,1
155 W,145 W,1
155 W,225 W,1
155 W,13 W,1
155 W,9 W,2
155 W,87 W,1
155 W,165 W,1
155 W,44 W,1
155 W,9.5 W,1
185 W,9 W,1
185 W,80 W,1
185 W,105 W,1
185 W,120 W,1
185 W,44 W,1
185 W,19 W,1
185 W,50 W,1
100 W,72 W,1
100 W,33.4 W,1
100 W,19 W,1
100 W,85 W,1
100 W,74 W,1
100 W,97 W,1
100 W,52.8 W,1
100 W,80 W,1
100 W,60 W,1
100 W,23.8 W,1
100 W,92 W,1
100 W,63.5 W,1
100 W,28.9 W,1
100 W,77 W,1
100 W,55.5 W,1
100 W,66.8 W,1
100 W,48 W,1
100 W,32.1 W,1
100 W,34.8 W,1
100 W,66 W,1
100 W,87 W,1
100 W,27.8 W,1
100 W,24.4 W,1
100 W,107 W,1
100 W,58.3 W,1
100 W,8.3 W,1
97 W,72 W,1
97 W,33.4 W,1
97 W,19 W,1
97 W,85 W,1
97 W,74 W,1
97 W,52.8 W,1
97 W,80 W,1
97 W,60 W,1
97 W,23.8 W,1
97 W,92 W,1
97 W,63.5 W,1
97 W,28.9 W,1
97 W,77 W,1
97 W,55.5 W,1
97 W,66.8 W,1
97 W,48 W,1
97 W,32.1 W,1
97 W,34.8 W,1
97 W,66 W,1
97 W,87 W,1
97 W,27.8 W,1
97 W,24.4 W,1
97 W,107 W,1
97 W,58.3 W,1
97 W,8.3 W,1
107 W,72 W,1
107 W,33.4 W,1
107 W,19 W,1
107 W,85 W,1
107 W,74 W,1
107 W,52.8 W,1
107 W,80 W,1
107 W,60 W,1
107 W,23.8 W,1
107 W,92 W,1
107 W,63.5 W,1
107 W,28.9 W,1
107 W,77 W,1
107 W,55.5 W,1
107 W,66.8 W,1
107 W,48 W,1
107 W,32.1 W,1
107 W,34.8 W,1
107 W,66 W,1
107 W,87 W,1
107 W,27.8 W,1
107 W,24.4 W,1
107 W,58.3 W,1
107 W,8.3 W,1
9 W,270 W,1
9 W,47 W,2
9 W,20 W,2
9 W,72 W,1
9 W,125 W,1
9 W,173 W,1
9 W,260 W,1
9 W,245 W,2
9 W,19 W,2
9 W,85 W,2
9 W,24 W,1
9 W,205 W,1
9 W,80 W,3
9 W,105 W,3
9 W,60 W,2
9 W,300 W,1
9 W,79 W,1
9 W,200 W,1
9 W,52 W,1
9 W,50 W,3
9 W,135 W,2
9 W,54 W,2
9 W,43 W,1
9 W,8 W,1
9 W,120 W,3
9 W,77 W,1
9 W,160 W,2
9 W,145 W,2
9 W,225 W,1
9 W,16 W,1
9 W,13 W,1
9 W,87 W,1
9 W,165 W,2
9 W,230 W,1
9 W,215 W,1
9 W,44 W,1
9 W,9.5 W,2
20 W,270 W,1
20 W,56 W,1
20 W,25.4 W,1
20 W,8.5 W,2
20 W,1.4 W,1
20 W,125 W,1
20 W,0.65 W,1
20 W,260 W,1
20 W,19 W,1
20 W,17.6 W,1
20 W,65.8 W,1
20 W,13.1 W,1
20 W,14.1 W,1
20 W,26.7 W,1
20 W,80 W,4
20 W,105 W,4
20 W,16.5 W,1
20 W,60 W,4
20 W,300 W,1
20 W,23.3 W,1
20 W,21.3 W,1
20 W,200 W,1
20 W,19.2 W,1
20 W,29.6 W,1
20 W,135 W,3
20 W,54 W,2
20 W,18.8 W,1
20 W,43 W,1
20 W,120 W,3
20 W,77 W,1
20 W,160 W,2
20 W,145 W,2
20 W,87 W,2
20 W,165 W,2
20 W,215 W,1
20 W,27.4 W,1
20 W,9.5 W,2
20 W,59.2 W,1
20 W,136 W,1
20 W,47 W,2
20 W,72 W,2
20 W,173 W,1
20 W,245 W,2
20 W,23.6 W,1
20 W,85 W,3
20 W,6.1 W,1
20 W,2.5 W,1
20 W,3.6 W,1
20 W,11.7 W,1
20 W,24 W,2
20 W,205 W,1
20 W,1.3 W,1
20 W,79 W,1
20 W,20.6 W,1
20 W,52 W,1
20 W,50 W,4
20 W,2.4 W,1
20 W,170 W,1
20 W,8 W,2
20 W,48 W,1
20 W,225 W,1
20 W,16 W,1
20 W,13 W,3
20 W,8.1 W,1
20 W,230 W,1
20 W,68 W,1
20 W,25.7 W,1
20 W,77.5 W,1
20 W,44 W,1
20 W,2 W,1
9.5 W,270 W,1
9.5 W,47 W,2
9.5 W,72 W,1
9.5 W,125 W,1
9.5 W,173 W,1
9.5 W,260 W,1
9.5 W,245 W,2
9.5 W,19 W,1
9.5 W,85 W,2
9.5 W,24 W,1
9.5 W,205 W,1
9.5 W,80 W,2
9.5 W,105 W,2
9.5 W,60 W,2
9.5 W,300 W,1
9.5 W,79 W,1
9.5 W,200 W,1
9.5 W,52 W,1
9.5 W,50 W,2
9.5 W,135 W,2
9.5 W,54 W,2
9.5 W,43 W,1
9.5 W,8 W,1
9.5 W,120 W,2
9.5 W,77 W,1
9.5 W,160 W,2
9.5 W,145 W,2
9.5 W,225 W,1
9.5 W,16 W,1
9.5 W,13 W,1
9.5 W,87 W,1
9.5 W,165 W,2
9.5 W,230 W,1
9.5 W,215 W,1
13 W,270 W,1
13 W,56 W,1
13 W,25.4 W,1
13 W,8.5 W,1
13 W,1.4 W,1
13 W,0.65 W,1
13 W,17.6 W,1
13 W,65.8 W,1
13 W,80 W,2
13 W,26.7 W,1
13 W,105 W,2
13 W,16.5 W,1
13 W,60 W,2
13 W,300 W,1
13 W,23.3 W,1
13 W,21.3 W,1
13 W,19.2 W,1
13 W,29.6 W,1
13 W,135 W,1
13 W,54 W,1
13 W,18.8 W,1
13 W,43 W,1
13 W,120 W,2
13 W,77 W,1
13 W,160 W,1
13 W,145 W,1
13 W,87 W,1
13 W,165 W,1
13 W,27.4 W,1
13 W,59.2 W,1
13 W,136 W,1
13 W,47 W,1
13 W,72 W,1
13 W,245 W,1
13 W,85 W,2
13 W,23.6 W,1
13 W,2.5 W,1
13 W,3.6 W,1
13 W,24 W,1
13 W,1.3 W,1
13 W,20.6 W,1
13 W,52 W,1
13 W,50 W,2
13 W,2.4 W,1
13 W,8 W,2
13 W,48 W,1
13 W,225 W,1
13 W,68 W,1
13 W,44 W,1
13 W,77.5 W,1
13 W,25.7 W,1
13 W,2 W,1
24 W,56 W,1
24 W,25.4 W,1
24 W,47 W,1
24 W,72 W,2
24 W,125 W,1
24 W,173 W,1
24 W,260 W,1
24 W,245 W,1
24 W,19 W,1
24 W,85 W,1
24 W,17.6 W,1
24 W,23.6 W,1
24 W,65.8 W,1
24 W,205 W,1
24 W,80 W,1
24 W,26.7 W,1
24 W,105 W,1
24 W,16.5 W,1
24 W,60 W,1
24 W,23.3 W,1
24 W,21.3 W,1
24 W,79 W,1
24 W,200 W,1
24 W,20.6 W,1
24 W,19.2 W,1
24 W,50 W,1
24 W,29.6 W,1
24 W,135 W,1
24 W,54 W,1
24 W,18.8 W,1
24 W,120 W,1
24 W,160 W,1
24 W,145 W,1
24 W,16 W,1
24 W,165 W,1
24 W,230 W,1
24 W,68 W,1
24 W,215 W,1
24 W,25.7 W,1
24 W,77.5 W,1
24 W,27.4 W,1
24 W,59.2 W,1
16 W,135 W,1
16 W,54 W,1
16 W,47 W,1
16 W,72 W,1
16 W,125 W,1
16 W,120 W,1
16 W,173 W,1
16 W,260 W,1
16 W,245 W,1
16 W,19 W,1
16 W,160 W,1
16 W,85 W,1
16 W,145 W,1
16 W,165 W,1
16 W,230 W,1
16 W,205 W,1
16 W,80 W,1
16 W,105 W,1
16 W,215 W,1
16 W,60 W,1
16 W,79 W,1
16 W,200 W,1
16 W,50 W,1
8 W,270 W,1
8 W,47 W,1
8 W,8.5 W,1
8 W,1.4 W,1
8 W,0.65 W,1
8 W,245 W,1
8 W,85 W,2
8 W,2.5 W,1
8 W,3.6 W,1
8 W,80 W,2
8 W,105 W,2
8 W,1.3 W,1
8 W,60 W,2
8 W,300 W,1
8 W,52 W,1
8 W,50 W,2
8 W,135 W,1
8 W,54 W,1
8 W,2.4 W,1
8 W,43 W,1
8 W,120 W,2
8 W,77 W,1
8 W,160 W,1
8 W,48 W,1
8 W,145 W,1
8 W,225 W,1
8 W,87 W,1
8 W,165 W,1
8 W,44 W,1
8 W,2 W,1
8 W,136 W,1
8.1 W,135 W,1
8.1 W,170 W,1
8.1 W,8.5 W,1
8.1 W,6.1 W,1
8.1 W,13.1 W,1
8.1 W,11.7 W,1
8.1 W,87 W,1
8.1 W,14.1 W,1
8.1 W,80 W,1
8.1 W,105 W,1
8.1 W,60 W,1
8.1 W,50 W,1
6.1 W,135 W,1
6.1 W,170 W,1
6.1 W,8.5 W,1
6.1 W,13.1 W,1
6.1 W,11.7 W,1
6.1 W,87 W,1
6.1 W,14.1 W,1
6.1 W,80 W,1
6.1 W,105 W,1
6.1 W,60 W,1
6.1 W,50 W,1
8.5 W,135 W,1
8.5 W,2.4 W,1
8.5 W,170 W,1
8.5 W,1.4 W,1
8.5 W,0.65 W,1
8.5 W,120 W,1
8.5 W,85 W,1
8.5 W,48 W,1
8.5 W,13.1 W,1
8.5 W,2.5 W,1
8.5 W,11.7 W,1
8.5 W,3.6 W,1
8.5 W,87 W,1
8.5 W,14.1 W,1
8.5 W,80 W,2
8.5 W,105 W,2
8.5 W,1.3 W,1
8.5 W,44 W,1
8.5 W,2 W,1
8.5 W,60 W,2
8.5 W,136 W,1
8.5 W,50 W,2
11.7 W,135 W,1
11.7 W,170 W,1
11.7 W,13.1 W,1
11.7 W,87 W,1
11.7 W,14.1 W,1
11.7 W,80 W,1
11.7 W,105 W,1
11.7 W,60 W,1
11.7 W,50 W,1
13.1 W,135 W,1
13.1 W,170 W,1
13.1 W,87 W,1
13.1 W,14.1 W,1
13.1 W,80 W,1
13.1 W,105 W,1
13.1 W,60 W,1
13.1 W,50 W,1
14.1 W,135 W,1
14.1 W,170 W,1
14.1 W,87 W,1
14.1 W,80 W,1
14.1 W,105 W,1
14.1 W,60 W,1
14.1 W,50 W,1
0.65 W,2.4 W,1
0.65 W,1.4 W,1
0.65 W,120 W,1
0.65 W,85 W,1
0.65 W,48 W,1
0.65 W,2.5 W,1
0.65 W,3.6 W,1
0.65 W,80 W,1
0.65 W,105 W,1
0.65 W,1.3 W,1
0.65 W,44 W,1
0.65 W,2 W,1
0.65 W,60 W,1
0.65 W,136 W,1
0.65 W,50 W,1
2 W,2.4 W,1
2 W,1.4 W,1
2 W,120 W,1
2 W,85 W,1
2 W,48 W,1
2 W,2.5 W,1
2 W,3.6 W,1
2 W,80 W,1
2 W,105 W,1
2 W,1.3 W,1
2 W,44 W,1
2 W,60 W,1
2 W,136 W,1
2 W,50 W,1
3.6 W,2.4 W,1
3.6 W,1.4 W,1
3.6 W,120 W,1
3.6 W,85 W,1
3.6 W,48 W,1
3.6 W,2.5 W,1
3.6 W,80 W,1
3.6 W,105 W,1
3.6 W,1.3 W,1
3.6 W,44 W,1
3.6 W,60 W,1
3.6 W,136 W,1
3.6 W,50 W,1
1.3 W,2.4 W,1
1.3 W,1.4 W,1
1.3 W,120 W,1
1.3 W,85 W,1
1.3 W,48 W,1
1.3 W,2.5 W,1
1.3 W,80 W,1
1.3 W,105 W,1
1.3 W,44 W,1
1.3 W,60 W,1
1.3 W,136 W,1
1.3 W,50 W,1
1.4 W,2.4 W,1
1.4 W,120 W,1
1.4 W,85 W,1
1.4 W,48 W,1
1.4 W,2.5 W,1
1.4 W,80 W,1
1.4 W,105 W,1
1.4 W,44 W,1
1.4 W,60 W,1
1.4 W,136 W,1
1.4 W,50 W,1
2.4 W,120 W,1
2.4 W,85 W,1
2.4 W,48 W,1
2.4 W,2.5 W,1
2.4 W,80 W,1
2.4 W,105 W,1
2.4 W,44 W,1
2.4 W,60 W,1
2.4 W,136 W,1
2.4 W,50 W,1
2.5 W,120 W,1
2.5 W,85 W,1
2.5 W,48 W,1
2.5 W,80 W,1
2.5 W,105 W,1
2.5 W,44 W,1
2.5 W,60 W,1
2.5 W,136 W,1
2.5 W,50 W,1
170 W,135 W,1
170 W,87 W,1
170 W,80 W,1
170 W,105 W,1
170 W,60 W,1
170 W,50 W,1
260 W,135 W,1
260 W,54 W,1
260 W,47 W,1
260 W,72 W,1
260 W,125 W,1
260 W,120 W,1
260 W,173 W,1
260 W,245 W,1
260 W,19 W,1
260 W,160 W,1
